tx_name	Promoter	5'UTR	CDS	3'UTR	TTS	Intron	Exon	Transcript	chr	start	end	name	strand	gene_id	gene_name	gene_biotype
ENST00000540732.1	0	1	0	1	0	1	2	3	chr19	41882662	41930906	105642	+	ENSG00000255730.2	CTC-435M10.3	protein_coding
ENST00000269980.2	0	0	0	1	0	1	1	2	chr19	41903365	41930910	105884	+	ENSG00000248098.6	BCKDHA	protein_coding
ENST00000378187.2	0	0	0	0	0	0	0	0	chr19	41949063	41950670	106257	+	ENSG00000204978.2	C19orf69	protein_coding
ENST00000407170.2	0	1	0	0	0	0	1	1	chr19	42055886	42093196	106347	+	ENSG00000007129.13	CEACAM21	protein_coding
ENST00000199764.6	0	0	0	0	0	0	0	0	chr19	42259329	42276113	106679	+	ENSG00000086548.8	CEACAM6	protein_coding
ENST00000415495.1	0	0	0	0	0	0	0	0	chr19	42300549	42315591	106745	+	ENSG00000170956.12	CEACAM3	protein_coding
ENST00000601660.1	0	0	0	0	0	1	0	1	chr19	42348806	42356395	106844	+	ENSG00000142025.11	DMRTC2	protein_coding
ENST00000598742.1	0	3	0	1	0	3	4	7	chr19	42363988	42376994	106956	+	ENSG00000105372.2	RPS19	protein_coding
ENST00000221972.3	0	2	2	0	0	1	4	5	chr19	42381190	42385439	107056	+	ENSG00000105369.5	CD79A	protein_coding
ENST00000599846.1	0	1	30	1	1	1	32	33	chr19	42387251	42411600	107192	+	ENSG00000076928.13	ARHGEF1	protein_coding
ENST00000600245.1	0	3	0	0	0	3	3	6	chr19	42574518	42585701	108178	+	ENSG00000105732.9	ZNF574	protein_coding
ENST00000301215.3	0	0	1	0	1	0	1	1	chr19	42724423	42732353	108766	+	ENSG00000167625.6	ZNF526	protein_coding
ENST00000378108.1	0	1	1	2	0	0	4	4	chr19	42746927	42749125	108887	+	ENSG00000204957.1	AC006486.1	protein_coding
ENST00000572681.2	0	1	19	0	0	11	20	31	chr19	42772689	42799948	108952	+	ENSG00000079432.3	CIC	protein_coding
ENST00000499536.2	0	0	0	0	0	0	0	0	chr19	42812926	42814966	109273	+	ENSG00000188368.5	PRR19	protein_coding
ENST00000598766.1	0	0	22	0	0	0	22	22	chr19	42817529	42825941	109324	+	ENSG00000167619.7	TMEM145	protein_coding
ENST00000602198.1	0	0	0	0	0	0	0	0	chr19	43905648	43922749	111157	+	ENSG00000131126.14	TEX101	protein_coding
ENST00000458714.2	0	0	2	0	0	1	2	3	chr19	44029649	44040282	111448	+	ENSG00000176472.6	ZNF575	protein_coding
ENST00000599207.1	0	0	0	0	0	0	0	0	chr19	44081344	44086250	111683	+	ENSG00000234465.6	PINLYP	protein_coding
ENST00000336564.4	0	1	0	0	0	0	1	1	chr19	44100757	44105309	111825	+	ENSG00000124444.11	ZNF576	protein_coding
ENST00000526798.1	0	1	0	0	0	0	1	1	chr19	44100769	44118649	111851	+	ENSG00000226763.3	SRRM5	protein_coding
ENST00000244314.5	0	0	0	0	0	0	0	0	chr19	44220162	44224173	112108	+	ENSG00000124449.6	IRGC	protein_coding
ENST00000324461.7	0	1	0	0	0	0	1	1	chr19	44331444	44353307	112455	+	ENSG00000167637.12	ZNF283	protein_coding
ENST00000251269.5	0	1	0	0	0	0	1	1	chr19	44455397	44471861	112695	+	ENSG00000159905.10	ZNF221	protein_coding
ENST00000270014.2	0	0	0	0	0	1	0	1	chr19	44488355	44502477	112776	+	ENSG00000204920.6	ZNF155	protein_coding
ENST00000429154.2	0	1	0	0	0	0	1	1	chr19	44507100	44518078	112831	+	ENSG00000159882.8	ZNF230	protein_coding
ENST00000591793.1	0	0	0	0	0	0	0	0	chr19	44529506	44591471	112937	+	ENSG00000267022.1	ZNF223	protein_coding
ENST00000187879.8	0	0	0	0	0	0	0	0	chr19	44529515	44537263	112910	+	ENSG00000159885.9	ZNF222	protein_coding
ENST00000434772.3	0	1	0	0	0	0	1	1	chr19	44556162	44572144	112969	+	ENSG00000178386.8	ZNF223	protein_coding
ENST00000421176.3	0	1	0	0	0	0	1	1	chr19	44576297	44593766	113024	+	ENSG00000186026.6	ZNF284	protein_coding
ENST00000336976.6	0	1	0	0	0	0	1	1	chr19	44598545	44612479	113066	+	ENSG00000267680.1	ZNF224	protein_coding
ENST00000592780.1	0	0	0	0	0	0	0	0	chr19	44617570	44637027	113164	+	ENSG00000256294.3	ZNF225	protein_coding
ENST00000426739.2	0	2	0	0	0	0	2	2	chr19	44645759	44663156	113214	+	ENSG00000263002.3	ZNF234	protein_coding
ENST00000588883.1	0	2	0	0	0	0	2	2	chr19	44669254	44682534	113344	+	ENSG00000167380.12	ZNF226	protein_coding
ENST00000313040.7	0	1	0	0	0	1	1	2	chr19	44716691	44741421	113578	+	ENSG00000131115.11	ZNF227	protein_coding
ENST00000592581.1	0	1	0	0	0	0	1	1	chr19	44764033	44779462	113762	+	ENSG00000159915.8	ZNF233	protein_coding
ENST00000402988.1	0	0	0	0	0	1	0	1	chr19	45116940	45140081	114380	+	ENSG00000216588.4	IGSF23	protein_coding
ENST00000425690.3	0	2	3	0	0	1	5	6	chr19	45147098	45166850	114439	+	ENSG00000073008.10	PVR	protein_coding
ENST00000270279.3	0	0	4	0	0	5	4	9	chr19	45281126	45303891	114781	+	ENSG00000142273.6	CBLC	protein_coding
ENST00000592434.1	0	4	0	0	0	0	4	4	chr19	45394488	45406943	115079	+	ENSG00000130204.8	TOMM40	protein_coding
ENST00000419266.2	0	1	0	1	0	0	2	2	chr19	45445495	45452820	115391	+	ENSG00000267467.2	APOC4	protein_coding
ENST00000585685.1	0	1	0	1	0	0	2	2	chr19	45445495	45452822	115347	+	ENSG00000224916.4	APOC4-APOC2	protein_coding
ENST00000585786.1	0	0	0	1	0	0	1	1	chr19	45451543	45452589	115472	+	ENSG00000234906.4	APOC2	protein_coding
ENST00000541297.2	0	0	0	1	0	1	1	2	chr19	45457848	45496454	115536	+	ENSG00000104853.11	CLPTM1	protein_coding
ENST00000221452.8	0	3	0	0	0	1	3	4	chr19	45504688	45541452	115667	+	ENSG00000104856.9	RELB	protein_coding
ENST00000544944.2	0	2	4	0	0	3	6	9	chr19	45542779	45574212	115958	+	ENSG00000104859.10	CLASRP	protein_coding
ENST00000270257.4	0	2	0	1	0	0	3	3	chr19	45582520	45594782	116110	+	ENSG00000142252.6	GEMIN7	protein_coding
ENST00000433642.2	0	2	0	0	0	0	2	2	chr19	45682003	45685059	116515	+	ENSG00000189114.6	BLOC1S3	protein_coding
ENST00000593083.1	0	0	0	0	0	0	0	0	chr19	45683080	45705702	116543	+	ENSG00000267545.1	AC005779.2	protein_coding
ENST00000591569.1	0	0	0	0	0	1	0	1	chr19	45690646	45720191	116563	+	ENSG00000266958.1	AC006126.3	protein_coding
ENST00000589373.1	0	0	4	0	0	2	4	6	chr19	45836692	45853645	116655	+	ENSG00000104892.12	KLC3	protein_coding
ENST00000598357.1	0	0	0	0	0	0	0	0	chr19	45842445	45842639	116800	+	ENSG00000268341.1	L47234.1	protein_coding
ENST00000309424.3	0	1	0	0	0	0	1	1	chr19	45909467	45914024	117260	+	ENSG00000117877.6	CD3EAP	protein_coding
ENST00000353609.3	0	2	1	0	0	4	3	7	chr19	45971253	45978436	117581	+	ENSG00000125740.9	FOSB	protein_coding
ENST00000415077.1	0	0	0	0	0	0	0	0	chr19	46001865	46005600	117919	+	ENSG00000213889.6	PPM1N	protein_coding
ENST00000245932.6	0	6	3	0	0	3	9	12	chr19	46010674	46030241	117994	+	ENSG00000125753.9	VASP	protein_coding
ENST00000593161.1	0	6	0	0	0	0	6	6	chr19	46144949	46146098	118704	+	ENSG00000267757.1	AC006132.1	protein_coding
ENST00000590918.1	0	2	7	0	0	0	9	9	chr19	46171502	46186982	118719	+	ENSG00000010310.4	GIPR	protein_coding
ENST00000012049.5	0	0	2	0	0	0	2	2	chr19	46195741	46207247	118955	+	ENSG00000011478.7	QPCTL	protein_coding
ENST00000457052.2	0	0	1	0	0	0	1	1	chr19	46236509	46267792	119034	+	ENSG00000237452.2	AC074212.3	protein_coding
ENST00000302177.2	0	1	1	0	1	1	2	3	chr19	46367518	46377055	119912	+	ENSG00000170608.2	FOXA3	protein_coding
ENST00000263284.2	0	0	7	0	0	5	7	12	chr19	46498339	46521874	119978	+	ENSG00000104983.4	CCDC61	protein_coding
ENST00000434646.2	0	0	0	0	0	1	0	1	chr19	46651039	46664546	120230	+	ENSG00000204866.4	IGFL2	protein_coding
ENST00000437936.1	0	0	0	0	0	0	0	0	chr19	46733009	46734500	120333	+	ENSG00000188293.5	IGFL1	protein_coding
ENST00000012443.4	0	3	2	1	1	5	6	11	chr19	46850251	46894109	120744	+	ENSG00000011485.10	PPP5C	protein_coding
ENST00000377652.3	0	0	0	0	0	0	0	0	chr19	46997765	46999755	121004	+	ENSG00000204850.3	AC011484.1	protein_coding
ENST00000291295.9	0	2	0	1	0	4	3	7	chr19	47104493	47114050	121050	+	ENSG00000160014.12	CALM3	protein_coding
ENST00000318584.5	0	4	0	0	0	0	4	4	chr19	47249303	47261742	122014	+	ENSG00000181027.6	FKRP	protein_coding
ENST00000404338.3	0	0	0	2	1	1	2	3	chr19	47421933	47508334	122479	+	ENSG00000160007.13	ARHGAP35	protein_coding
ENST00000602212.1	0	5	5	0	0	2	10	12	chr19	47523077	47549033	122513	+	ENSG00000130751.5	NPAS1	protein_coding
ENST00000413379.3	0	1	0	0	0	2	1	3	chr19	47634086	47713886	122785	+	ENSG00000142230.7	SAE1	protein_coding
ENST00000221922.6	0	3	1	0	1	0	4	4	chr19	47759716	47775210	123022	+	ENSG00000105321.8	CCDC9	protein_coding
ENST00000552360.2	0	5	0	0	0	0	5	5	chr19	47778142	47778979	123089	+	ENSG00000257704.2	PRR24	protein_coding
ENST00000355085.3	0	0	0	0	0	0	0	0	chr19	47813131	47825323	123113	+	ENSG00000197405.3	C5AR1	protein_coding
ENST00000595464.1	0	0	0	0	0	1	0	1	chr19	47835404	47846606	123123	+	ENSG00000134830.3	C5AR2	protein_coding
ENST00000328771.4	0	1	2	0	0	1	3	4	chr19	47852538	47885961	123152	+	ENSG00000134815.14	DHX34	protein_coding
ENST00000396720.3	0	5	22	1	0	12	28	40	chr19	48111453	48206479	124178	+	ENSG00000063169.6	GLTSCR1	protein_coding
ENST00000263277.3	0	1	2	2	0	4	5	9	chr19	48216600	48246391	124235	+	ENSG00000024422.7	EHD2	protein_coding
ENST00000246802.5	0	0	4	0	0	0	4	4	chr19	48248779	48260315	124284	+	ENSG00000105373.14	GLTSCR2	protein_coding
ENST00000601048.1	0	4	0	0	0	2	4	6	chr19	48281829	48287938	124446	+	ENSG00000178980.10	SEPW1	protein_coding
ENST00000535362.1	0	0	0	0	0	2	0	2	chr19	48337701	48364769	124665	+	ENSG00000259009.3	TPRX2P	protein_coding
ENST00000339841.2	0	1	0	0	0	0	1	1	chr19	48497908	48528403	124722	+	ENSG00000169393.4	ELSPBP1	protein_coding
ENST00000328759.7	0	4	7	0	0	1	11	12	chr19	48673949	48700877	125625	+	ENSG00000185453.8	C19orf68	protein_coding
ENST00000595607.1	0	0	0	0	0	1	0	1	chr19	48773359	48790865	125659	+	ENSG00000178150.4	ZNF114	protein_coding
ENST00000270221.6	0	1	2	0	0	1	3	4	chr19	48828582	48833810	126438	+	ENSG00000142227.6	EMP3	protein_coding
ENST00000344846.2	0	1	1	0	0	1	2	3	chr19	48867652	48879620	126702	+	ENSG00000105467.4	SYNGR4	protein_coding
ENST00000253237.5	0	0	1	2	0	0	3	3	chr19	48949030	48960279	126832	+	ENSG00000105447.8	GRWD1	protein_coding
ENST00000391884.1	0	0	0	0	0	0	0	0	chr19	48964506	48969367	126881	+	ENSG00000182324.5	KCNJ14	protein_coding
ENST00000595676.1	0	0	0	0	0	1	0	1	chr19	48969094	48975688	126907	+	ENSG00000268465.1	CTC-273B12.7	protein_coding
ENST00000427476.1	0	2	4	2	2	0	8	8	chr19	48972465	48985571	126951	+	ENSG00000105443.9	CYTH2	protein_coding
ENST00000321762.1	0	0	0	0	0	0	0	0	chr19	49110000	49110970	127235	+	ENSG00000177202.1	SPACA4	protein_coding
ENST00000443164.1	0	3	5	0	0	0	8	8	chr19	49128218	49133973	127591	+	ENSG00000063176.11	SPHK2	protein_coding
ENST00000425340.2	0	0	0	0	0	0	0	0	chr19	49199232	49209207	127791	+	ENSG00000176920.10	FUT2	protein_coding
ENST00000593756.1	0	3	0	0	0	0	3	3	chr19	49258816	49261587	128115	+	ENSG00000105550.4	FGF21	protein_coding
ENST00000200453.5	0	1	4	0	0	0	5	5	chr19	49375649	49379314	128597	+	ENSG00000087074.7	PPP1R15A	protein_coding
ENST00000405315.4	0	4	6	0	0	0	10	10	chr19	49403307	49426629	128705	+	ENSG00000104805.11	NUCB1	protein_coding
ENST00000221403.2	0	1	0	0	0	1	1	2	chr19	49436939	49448226	128902	+	ENSG00000104808.3	DHDH	protein_coding
ENST00000293288.8	0	0	3	0	1	0	3	3	chr19	49458186	49465055	129097	+	ENSG00000087088.15	BAX	protein_coding
ENST00000413176.2	0	0	8	0	0	0	8	8	chr19	49497166	49519182	129504	+	ENSG00000183207.8	RUVBL2	protein_coding
ENST00000474913.1	0	0	0	0	0	0	0	0	chr19	49535169	49536411	129631	+	ENSG00000104818.14	CGB2	protein_coding
ENST00000301408.6	0	0	1	0	0	0	1	1	chr19	49547141	49548568	129690	+	ENSG00000189052.6	CGB5	protein_coding
ENST00000401730.1	0	2	8	9	0	0	19	19	chr19	49588708	49611860	129979	+	ENSG00000104852.10	SNRNP70	protein_coding
ENST00000595200.1	0	0	12	0	0	0	12	12	chr19	49617666	49621272	130090	+	ENSG00000104863.7	LIN7B	protein_coding
ENST00000334186.4	0	3	47	0	0	1	50	51	chr19	49622646	49654278	130136	+	ENSG00000177380.9	PPFIA3	protein_coding
ENST00000535669.2	0	0	9	2	0	0	11	11	chr19	49838684	49843462	131112	+	ENSG00000104894.7	CD37	protein_coding
ENST00000576655.1	0	2	7	0	1	0	9	9	chr19	49927006	49932075	131707	+	ENSG00000261949.1	CTD-3148I10.1	protein_coding
ENST00000293350.4	0	2	23	0	0	0	25	25	chr19	49956426	49974305	132136	+	ENSG00000161618.5	ALDH16A1	protein_coding
ENST00000599536.1	0	0	10	0	0	0	10	10	chr19	49966009	49989488	132355	+	ENSG00000269469.1	CTD-3148I10.9	protein_coding
ENST00000595510.1	0	3	0	0	0	0	3	3	chr19	49977859	49985648	132554	+	ENSG00000090554.8	FLT3LG	protein_coding
ENST00000270625.2	0	0	2	0	0	0	2	2	chr19	49999631	50002946	132745	+	ENSG00000142534.2	RPS11	protein_coding
ENST00000602157.1	0	0	3	0	0	0	3	3	chr19	50003781	50004614	132829	+	ENSG00000268000.1	hsa-mir-150	protein_coding
ENST00000598319.1	0	0	4	0	0	1	4	5	chr19	50016661	50028520	132992	+	ENSG00000104870.8	FCGRT	protein_coding
ENST00000270645.3	0	1	2	0	0	1	3	4	chr19	50030875	50046895	133035	+	ENSG00000142552.3	RCN3	protein_coding
ENST00000597121.1	0	0	0	0	0	1	0	1	chr19	50084605	50094261	133341	+	ENSG00000126460.6	PRRG2	protein_coding
ENST00000418929.2	0	8	7	1	0	2	16	18	chr19	50094900	50129696	133368	+	ENSG00000126464.9	PRR12	protein_coding
ENST00000360565.3	0	1	7	0	0	2	8	10	chr19	50145382	50161899	133432	+	ENSG00000126461.10	SCAF1	protein_coding
ENST00000246785.3	0	4	5	0	0	3	9	12	chr19	50168823	50177173	133936	+	ENSG00000126453.5	BCL2L12	protein_coding
ENST00000532489.1	0	0	1	0	0	8	1	9	chr19	50179154	50191704	134047	+	ENSG00000126457.16	PRMT1	protein_coding
ENST00000420022.3	0	3	0	0	0	0	3	3	chr19	50191921	50193832	134290	+	ENSG00000224420.3	ADM5	protein_coding
ENST00000392518.4	0	12	7	0	0	1	19	20	chr19	50194373	50216988	134422	+	ENSG00000169169.10	CPT1C	protein_coding
ENST00000354293.5	0	4	29	0	0	1	33	34	chr19	50270225	50310369	134831	+	ENSG00000196961.8	AP2A1	protein_coding
ENST00000391842.1	0	2	12	0	0	0	14	14	chr19	50354416	50363990	135635	+	ENSG00000104960.11	PTOV1	protein_coding
ENST00000423777.2	0	3	0	1	0	0	4	4	chr19	50432400	50437192	136743	+	ENSG00000169136.4	ATF5	protein_coding
ENST00000595661.1	0	1	0	0	0	0	1	1	chr19	50528979	50552033	137405	+	ENSG00000142528.11	ZNF473	protein_coding
ENST00000440075.2	0	2	10	0	0	5	12	17	chr19	50706885	50813799	137689	+	ENSG00000105357.11	MYH14	protein_coding
ENST00000593532.1	0	7	0	0	0	12	7	19	chr19	50832949	50886236	138361	+	ENSG00000131408.9	NR1H2	protein_coding
ENST00000600859.1	0	3	30	0	0	1	33	34	chr19	50887461	50921269	138713	+	ENSG00000062822.8	POLD1	protein_coding
ENST00000599632.1	0	0	18	0	0	1	18	19	chr19	50919056	50931666	139047	+	ENSG00000142539.9	CTD-2545M3.6	protein_coding
ENST00000595883.1	0	2	0	0	0	1	2	3	chr19	50922195	50934570	139071	+	ENSG00000269404.2	SPIB	protein_coding
ENST00000357701.5	0	3	9	0	0	1	12	13	chr19	50936160	50969578	139173	+	ENSG00000086967.9	MYBPC2	protein_coding
ENST00000601780.1	0	2	0	3	0	0	5	5	chr19	50979657	50986608	139307	+	ENSG00000161671.12	EMC10	protein_coding
ENST00000270590.4	0	0	0	0	1	0	0	0	chr19	51273721	51274989	140006	+	ENSG00000142511.4	GPR32	protein_coding
ENST00000270593.1	0	0	9	0	0	0	9	9	chr19	51293672	51298481	140024	+	ENSG00000142513.4	ACPT	protein_coding
ENST00000360617.3	0	0	0	0	0	0	0	0	chr19	51358212	51363819	140538	+	ENSG00000142515.10	KLK3	protein_coding
ENST00000325321.3	0	0	0	0	0	0	0	0	chr19	51376505	51383823	140595	+	ENSG00000167751.8	KLK2	protein_coding
ENST00000440804.3	0	0	0	0	0	0	0	0	chr19	51628165	51639908	141974	+	ENSG00000129450.4	SIGLEC9	protein_coding
ENST00000317643.6	0	0	0	0	0	0	0	0	chr19	51645558	51656783	142017	+	ENSG00000168995.9	SIGLEC7	protein_coding
ENST00000436584.2	0	0	0	0	0	0	0	0	chr19	51728320	51739827	142154	+	ENSG00000105383.10	CD33	protein_coding
ENST00000316401.7	0	0	0	0	0	0	0	0	chr19	51760964	51772584	142285	+	ENSG00000179213.9	SIGLECL1	protein_coding
ENST00000270642.8	0	0	7	1	0	1	8	9	chr19	51815102	51833608	142340	+	ENSG00000142549.9	IGLON5	protein_coding
ENST00000396477.4	0	0	0	0	0	1	0	1	chr19	51981876	51994206	143001	+	ENSG00000213822.5	CEACAM18	protein_coding
ENST00000262259.2	0	1	0	0	0	0	1	1	chr19	52074551	52092968	143247	+	ENSG00000105497.3	ZNF175	protein_coding
ENST00000598776.1	0	0	0	0	0	0	0	0	chr19	52266013	52273760	143694	+	ENSG00000171049.8	FPR2	protein_coding
ENST00000339223.4	0	0	0	0	0	0	0	0	chr19	52298416	52329442	143711	+	ENSG00000187474.4	FPR3	protein_coding
ENST00000293471.6	0	1	0	0	0	0	1	1	chr19	52430473	52449167	144001	+	ENSG00000176024.12	ZNF613	protein_coding
ENST00000322088.6	0	3	1	0	0	0	4	4	chr19	52693292	52730687	144741	+	ENSG00000105568.13	PPP2R1A	protein_coding
ENST00000439461.1	0	1	0	0	0	1	1	2	chr19	52772824	52795976	144938	+	ENSG00000196214.6	ZNF766	protein_coding
ENST00000601151.1	0	0	0	0	0	0	0	0	chr19	52839565	52871031	145195	+	ENSG00000167554.10	ZNF610	protein_coding
ENST00000422689.2	0	0	0	0	0	0	0	0	chr19	52873204	52889048	145297	+	ENSG00000221923.4	ZNF880	protein_coding
ENST00000391788.2	0	0	0	0	0	0	0	0	chr19	52901102	52921656	145333	+	ENSG00000167555.9	ZNF528	protein_coding
ENST00000332323.6	0	0	0	0	0	0	0	0	chr19	52934667	52942699	145509	+	ENSG00000198633.6	ZNF534	protein_coding
ENST00000421239.2	0	0	0	0	0	1	0	1	chr19	52956829	53015407	145534	+	ENSG00000258405.5	ZNF578	protein_coding
ENST00000487863.1	0	0	0	0	0	0	0	0	chr19	53030905	53067717	145582	+	ENSG00000198482.6	ZNF808	protein_coding
ENST00000540331.1	0	0	0	0	0	0	0	0	chr19	53073917	53090427	145717	+	ENSG00000167562.7	ZNF701	protein_coding
ENST00000602168.1	0	0	0	0	0	0	0	0	chr19	53517174	53519375	146863	+	ENSG00000269526.1	ERVV-1	protein_coding
ENST00000601417.1	0	0	0	0	0	0	0	0	chr19	53547991	53554329	146871	+	ENSG00000268964.1	ERVV-2	protein_coding
ENST00000341702.3	0	0	0	0	0	0	0	0	chr19	53761545	53762855	147689	+	ENSG00000196131.6	VN1R2	protein_coding
ENST00000458035.1	0	0	0	0	0	0	0	0	chr19	53837002	53858122	147776	+	ENSG00000213799.6	ZNF845	protein_coding
ENST00000467003.1	0	1	0	0	0	0	1	1	chr19	53868960	53889846	147820	+	ENSG00000203326.5	ZNF525	protein_coding
ENST00000396408.3	0	0	0	0	0	0	0	0	chr19	53898403	53915260	147900	+	ENSG00000196417.8	ZNF765	protein_coding
ENST00000396403.4	0	0	0	0	0	1	0	1	chr19	53970989	53999509	148022	+	ENSG00000198346.6	ZNF813	protein_coding
ENST00000253144.9	0	2	0	1	0	5	3	8	chr19	54024278	54083523	148082	+	ENSG00000130844.12	ZNF331	protein_coding
ENST00000376650.1	0	0	0	0	0	0	0	0	chr19	54135310	54140263	148398	+	ENSG00000204595.1	DPRX	protein_coding
ENST00000391769.2	0	16	0	0	0	0	16	16	chr19	54372660	54379689	148864	+	ENSG00000179820.11	MYADM	protein_coding
ENST00000263431.3	0	1	7	1	0	2	9	11	chr19	54385467	54410906	148998	+	ENSG00000126583.6	PRKCG	protein_coding
ENST00000485876.1	0	0	0	0	0	0	0	0	chr19	54606145	54610875	149479	+	ENSG00000170906.11	NDUFA3	protein_coding
ENST00000321030.4	0	1	2	0	0	1	3	4	chr19	54618837	54635140	149673	+	ENSG00000105618.9	PRPF31	protein_coding
ENST00000406403.1	0	0	10	0	0	0	10	10	chr19	54645112	54659418	149959	+	ENSG00000088038.13	CNOT3	protein_coding
ENST00000396383.1	0	3	0	0	0	0	3	3	chr19	54694582	54697521	150467	+	ENSG00000170892.6	TSEN34	protein_coding
ENST00000448962.1	0	0	0	0	0	2	0	2	chr19	54704726	54752862	150523	+	ENSG00000170889.9	RPS9	protein_coding
ENST00000472198.1	0	0	0	12	0	2	12	14	chr19	54930370	54944890	152197	+	ENSG00000167614.9	TTYH1	protein_coding
ENST00000301202.2	0	0	0	0	1	0	0	0	chr19	55014013	55021897	152483	+	ENSG00000167618.5	LAIR2	protein_coding
ENST00000335056.3	0	0	0	0	0	0	0	0	chr19	55043977	55057053	152595	+	ENSG00000104970.6	KIR3DX1	protein_coding
ENST00000251377.3	0	0	0	0	0	0	0	0	chr19	55084818	55099027	152670	+	ENSG00000239998.1	LILRA2	protein_coding
ENST00000453777.1	0	0	0	0	0	0	0	0	chr19	55105125	55113555	153232	+	ENSG00000104974.6	LILRA1	protein_coding
ENST00000396331.1	0	0	0	0	0	0	0	0	chr19	55128612	55148979	152847	+	ENSG00000104972.10	LILRB1	protein_coding
ENST00000391736.1	0	0	0	0	0	0	0	0	chr19	55173579	55181810	153274	+	ENSG00000186818.8	LILRB4	protein_coding
ENST00000291860.1	0	0	0	0	0	0	0	0	chr19	55235984	55248003	153644	+	ENSG00000242019.1	KIR3DL3	protein_coding
ENST00000342376.3	0	0	0	0	0	0	0	0	chr19	55249980	55264504	153816	+	ENSG00000243772.2	KIR2DL3	protein_coding
ENST00000336077.6	0	0	0	0	0	0	0	0	chr19	55281263	55295774	153870	+	ENSG00000125498.15	KIR2DL1	protein_coding
ENST00000396289.5	0	0	0	0	0	0	0	0	chr19	55315112	55325972	153796	+	ENSG00000189013.10	KIR2DL4	protein_coding
ENST00000391728.4	0	0	0	0	0	0	0	0	chr19	55327923	55342233	153578	+	ENSG00000167633.12	KIR3DL1	protein_coding
ENST00000339924.8	0	0	0	0	0	0	0	0	chr19	55344131	55360024	153920	+	ENSG00000221957.4	KIR2DS4	polymorphic_pseudogene
ENST00000326321.3	0	0	0	0	0	0	0	0	chr19	55361898	55378662	153954	+	ENSG00000240403.1	KIR3DL2	protein_coding
ENST00000355524.3	0	0	0	0	0	0	0	0	chr19	55385736	55401838	154043	+	ENSG00000186431.14	FCAR	protein_coding
ENST00000594765.1	0	0	0	0	0	0	0	0	chr19	55417521	55427508	154211	+	ENSG00000189430.8	NCR1	protein_coding
ENST00000543010.1	0	0	0	0	0	0	0	0	chr19	55476620	55512510	154567	+	ENSG00000022556.11	NLRP2	protein_coding
ENST00000201647.6	0	0	2	0	2	1	2	3	chr19	55587269	55599290	155247	+	ENSG00000131037.10	EPS8L1	protein_coding
ENST00000309383.1	0	3	2	0	0	3	5	8	chr19	55795534	55823901	157095	+	ENSG00000160469.12	BRSK1	protein_coding
ENST00000344063.2	0	0	0	0	1	0	0	0	chr19	55896713	55903453	157713	+	ENSG00000108107.8	RPL28	protein_coding
ENST00000598519.1	0	2	5	0	0	0	7	7	chr19	55987699	55995854	158015	+	ENSG00000197483.8	ZNF628	protein_coding
ENST00000205194.4	0	6	0	0	0	0	6	6	chr19	55996371	55998935	158045	+	ENSG00000090971.4	NAT14	protein_coding
ENST00000389623.6	0	4	21	0	0	2	25	27	chr19	55999934	56030465	158134	+	ENSG00000179954.10	SSC5D	protein_coding
ENST00000591046.1	0	0	0	0	0	0	0	0	chr19	56113245	56114504	158299	+	ENSG00000171443.6	ZNF524	protein_coding
ENST00000568956.1	0	4	1	1	0	1	6	7	chr19	56116771	56128635	158307	+	ENSG00000261221.1	ZNF865	protein_coding
ENST00000543039.1	0	5	0	1	0	0	6	6	chr19	56153418	56154835	158359	+	ENSG00000213015.4	ZNF580	protein_coding
ENST00000586790.1	0	1	0	1	0	0	2	2	chr19	56159509	56164527	158466	+	ENSG00000173581.3	CCDC106	protein_coding
ENST00000450554.2	0	4	7	0	0	4	11	15	chr19	56165512	56186081	158531	+	ENSG00000063244.8	U2AF2	protein_coding
ENST00000411543.2	0	0	6	0	0	2	6	8	chr19	56187991	56206807	158717	+	ENSG00000063245.10	EPN1	protein_coding
ENST00000434937.2	0	0	0	0	0	0	0	0	chr19	56270380	56274541	158844	+	ENSG00000223638.3	RFPL4A	protein_coding
ENST00000341750.4	0	0	0	0	0	0	0	0	chr19	56280507	56284545	158856	+	ENSG00000229292.1	RFPL4AL1	protein_coding
ENST00000301295.6	0	0	0	0	0	0	0	0	chr19	56347944	56393216	159065	+	ENSG00000160505.11	NLRP4	protein_coding
ENST00000291971.3	0	0	0	0	0	0	0	0	chr19	56459198	56499995	159217	+	ENSG00000179709.4	NLRP8	protein_coding
ENST00000390649.3	0	0	0	0	0	0	0	0	chr19	56511092	56573179	159267	+	ENSG00000171487.10	NLRP5	protein_coding
ENST00000337080.3	0	4	0	0	0	3	4	7	chr19	56652556	56672261	159370	+	ENSG00000167685.10	ZNF444	protein_coding
ENST00000534327.1	0	0	0	0	0	0	0	0	chr19	56713670	56720821	159550	+	ENSG00000204532.2	ZSCAN5C	protein_coding
ENST00000600684.1	0	0	0	0	0	0	0	0	chr19	56751773	56758863	159738	+	ENSG00000267908.1	ZSCAN5D	protein_coding
ENST00000587247.1	0	0	0	1	0	0	1	1	chr19	56813359	56821819	159820	+	ENSG00000267710.1	AC006116.20	protein_coding
ENST00000301318.3	0	3	0	0	0	0	3	3	chr19	57050317	57068169	160365	+	ENSG00000196867.3	ZFP28	protein_coding
ENST00000330619.8	0	1	0	0	0	0	1	1	chr19	57078880	57094262	160431	+	ENSG00000197016.7	ZNF470	protein_coding
